CODIGO_CUENTA;CLASE_MOVIMIENTO;ID_MOVIMIENTO;FECHA_MOVIMIENTO;TIPO;INGRESO_PAGO;CONCEPTO;IMPORTE
01.1.12.01;1;58557                                   ;2021/07/07 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000299,20
01.1.12.01;1;58571                                   ;2021/07/07 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000408,00
01.1.12.01;1;59324                                   ;2021/07/08 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;-0000000000408,00
01.1.12.01;1;59392                                   ;2021/07/08 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;-0000000000299,20
01.1.11.20;1;90207                                   ;2021/12/30 00:00:00.000;T;I;BANKIA SA - ANTICIPO CAJA FIJA                                                  ;0000000028562,51
01.1.11.07;1;84568                                   ;2021/11/18 00:00:00.000;T;I;"BANKIA SA - C.P. ""CANCELADA""                                                    ";0000001168056,78
01.1.11.07;1;84570                                   ;2021/11/18 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000519,02
01.1.11.07;1;87230                                   ;2021/12/15 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000408,00
01.1.11.07;1;87236                                   ;2021/12/15 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000371,80
01.1.11.07;1;87238                                   ;2021/12/15 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000069,26
01.1.11.07;1;87242                                   ;2021/12/15 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;-0000000000069,26
01.1.11.07;1;87711                                   ;2021/12/16 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000519,02
01.1.11.07;1;87752                                   ;2021/12/17 00:00:00.000;P;P;COMBUSTIBLES Y CARBURANTES                                                      ;0000000000092,83
01.1.11.07;1;88546                                   ;2021/12/22 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000524,54
01.1.11.07;1;88639                                   ;2021/12/22 00:00:00.000;T;P;B. SANTANDER -CUENTA PRINCIPAL                                                  ;0000001150000,00
01.1.11.07;1;89937                                   ;2021/12/30 00:00:00.000;P;P;COMBUSTIBLES Y CARBURANTES                                                      ;0000000000128,44
01.1.11.07;1;90097                                   ;2021/12/30 00:00:00.000;P;P;COMBUSTIBLES Y CARBURANTES                                                      ;-0000000000128,44
01.1.11.06;1;8569                                    ;2021/03/19 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;-0000000000462,43
01.1.11.06;1;80914                                   ;2021/10/21 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000462,43
01.1.11.03;1;394                                     ;2021/01/18 00:00:00.000;I;I;VIVERO DE EMPRESAS                                                              ;0000000000605,00
01.1.11.03;1;395                                     ;2021/01/18 00:00:00.000;P;P;COMBUSTIBLES Y CARBURANTES                                                      ;0000000000034,54
01.1.11.03;1;398                                     ;2021/01/18 00:00:00.000;I;I;VIVERO DE EMPRESAS                                                              ;0000000000302,50
01.1.11.03;1;400                                     ;2021/01/18 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000519,02
01.1.11.03;1;402                                     ;2021/01/18 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000371,80
01.1.11.03;1;404                                     ;2021/01/18 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000524,54
01.1.11.03;1;425                                     ;2021/01/21 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000462,43
01.1.11.03;1;502                                     ;2021/01/28 00:00:00.000;I;I;REINTEGROS DE PAGOS DE EJERCICIOS ANTERIORES                                    ;0000000002000,00
01.1.11.03;1;505                                     ;2021/01/28 00:00:00.000;I;I;INTERESES DEMORA REINTEGROS                                                     ;0000000000126,16
01.1.11.03;1;538                                     ;2021/01/28 00:00:00.000;T;P;FORMALIZACIONES EN METALICO                                                     ;0000000189887,79
01.1.11.03;1;601                                     ;2021/02/01 00:00:00.000;I;I;REINTEGROS DE PAGOS DE EJERCICIOS ANTERIORES                                    ;0000000001000,00
01.1.11.03;1;603                                     ;2021/02/01 00:00:00.000;I;I;INTERESES DEMORA REINTEGROS                                                     ;0000000000038,15
01.1.11.03;1;1350                                    ;2021/02/03 00:00:00.000;I;I;VIVERO DE EMPRESAS                                                              ;0000000000302,50
01.1.11.03;1;1358                                    ;2021/02/03 00:00:00.000;I;I;VIVERO DE EMPRESAS                                                              ;0000000000302,50
01.1.11.03;1;2064                                    ;2021/02/05 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000447,96
01.1.11.03;1;2072                                    ;2021/02/05 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000524,54
01.1.11.03;1;2896                                    ;2021/02/12 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000371,80
01.1.11.03;1;2900                                    ;2021/02/12 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000462,43
01.1.11.03;1;3403                                    ;2021/02/15 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000519,02
01.1.11.03;1;5017                                    ;2021/03/01 00:00:00.000;P;P;PROP Nº 7/2021 PAGOS MTR                                                        ;0000000245852,64
01.1.11.03;1;6820                                    ;2021/03/16 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000447,96
01.1.11.03;1;6824                                    ;2021/03/16 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000519,02
01.1.11.03;1;6826                                    ;2021/03/16 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000096,68
01.1.11.03;1;6830                                    ;2021/03/16 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000462,43
01.1.11.03;1;6832                                    ;2021/03/16 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000086,14
01.1.11.03;1;6834                                    ;2021/03/16 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;-0000000000462,43
01.1.11.03;1;6836                                    ;2021/03/16 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000462,43
01.1.11.03;1;6838                                    ;2021/03/16 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;-0000000000096,68
01.1.11.03;1;6840                                    ;2021/03/16 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;-0000000000086,14
01.1.11.03;1;6846                                    ;2021/03/16 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000371,80
01.1.11.03;1;6859                                    ;2021/03/16 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000524,54
01.1.11.03;1;6863                                    ;2021/03/16 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;-0000000000524,54
01.1.11.03;1;6865                                    ;2021/03/16 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000524,54
01.1.11.03;1;8573                                    ;2021/03/19 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;-0000000000524,54
01.1.11.03;1;9070                                    ;2021/03/19 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;-0000000000412,16
01.1.11.03;1;9074                                    ;2021/03/19 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;-0000000000295,25
01.1.11.03;1;9078                                    ;2021/03/19 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000462,43
01.1.11.03;1;9082                                    ;2021/03/19 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000524,54
01.1.11.03;1;9086                                    ;2021/03/19 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000519,02
01.1.11.03;1;9090                                    ;2021/03/19 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000371,80
01.1.11.03;1;35561                                   ;2021/05/19 00:00:00.000;T;P;B. SANTANDER -CUENTA PRINCIPAL                                                  ;0000000189887,79
01.1.11.03;1;35568                                   ;2021/05/19 00:00:00.000;T;I;B. SANTANDER -CUENTA PRINCIPAL                                                  ;0000000189887,79
01.1.11.03;1;35616                                   ;2021/05/19 00:00:00.000;I;I;FIANZAS RECIBIDAS ARRENDADOR                                                    ;0000000000800,00
01.1.11.03;1;58543                                   ;2021/07/07 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000447,96
01.1.11.03;1;58549                                   ;2021/07/07 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000447,96
01.1.11.03;1;58553                                   ;2021/07/07 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000447,96
01.1.11.03;1;58559                                   ;2021/07/07 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000447,96
01.1.11.03;1;58567                                   ;2021/07/07 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000447,96
01.1.11.03;1;58589                                   ;2021/07/07 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000408,00
01.1.11.03;1;58593                                   ;2021/07/07 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;-0000000000076,55
01.1.11.03;1;58597                                   ;2021/07/07 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000371,80
01.1.11.03;1;58599                                   ;2021/07/07 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000408,00
01.1.11.03;1;58605                                   ;2021/07/07 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000408,00
01.1.11.03;1;58636                                   ;2021/07/07 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000519,02
01.1.11.03;1;58642                                   ;2021/07/07 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000519,02
01.1.11.03;1;58692                                   ;2021/07/07 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000519,02
01.1.11.03;1;58700                                   ;2021/07/07 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000371,80
01.1.11.03;1;58704                                   ;2021/07/07 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000371,80
01.1.11.03;1;59257                                   ;2021/07/07 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000462,43
01.1.11.03;1;59285                                   ;2021/07/07 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000462,43
01.1.11.03;1;59349                                   ;2021/07/08 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000408,00
01.1.11.03;1;59395                                   ;2021/07/08 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000004500,00
01.1.11.03;1;59399                                   ;2021/07/08 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000299,20
01.1.11.03;1;59450                                   ;2021/07/08 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000371,80
01.1.11.03;1;59496                                   ;2021/07/08 00:00:00.000;I;I;COMISIONES CONCESION AVALES                                                     ;0000000160000,00
01.1.11.03;1;59879                                   ;2021/07/12 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000462,43
01.1.11.03;1;59885                                   ;2021/07/12 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000524,54
01.1.11.03;1;59891                                   ;2021/07/12 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000524,54
01.1.11.03;1;59895                                   ;2021/07/12 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000524,54
01.1.11.03;1;60804                                   ;2021/07/13 00:00:00.000;I;I;APOYO A LA INNOVACIÓN                                                           ;0000000030799,81
01.1.11.03;1;63757                                   ;2021/07/30 00:00:00.000;P;P;COMBUSTIBLES Y CARBURANTES                                                      ;0000000000032,28
01.1.11.03;1;63759                                   ;2021/07/30 00:00:00.000;P;P;COMBUSTIBLES Y CARBURANTES                                                      ;0000000000033,14
01.1.11.03;1;63761                                   ;2021/07/30 00:00:00.000;P;P;COMBUSTIBLES Y CARBURANTES                                                      ;0000000000078,52
01.1.11.03;1;64516                                   ;2021/08/02 00:00:00.000;I;I;DE EMPRESAS PRIVADAS                                                            ;0000000508143,05
01.1.11.03;1;64518                                   ;2021/08/02 00:00:00.000;I;I;DE EMPRESAS PRIVADAS                                                            ;0000000322439,91
01.1.11.03;1;79461                                   ;2021/10/13 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000462,43
01.1.11.03;1;79483                                   ;2021/10/13 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000462,43
01.1.11.03;1;79489                                   ;2021/10/13 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000462,49
01.1.11.03;1;79529                                   ;2021/10/13 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;-0000000000447,96
01.1.11.03;1;79531                                   ;2021/10/13 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000447,96
01.1.11.03;1;79543                                   ;2021/10/13 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000447,96
01.1.11.03;1;79583                                   ;2021/10/14 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000447,96
01.1.11.03;1;79596                                   ;2021/10/14 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000519,02
01.1.11.03;1;79602                                   ;2021/10/14 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000519,02
01.1.11.03;1;79613                                   ;2021/10/14 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000519,02
01.1.11.03;1;79619                                   ;2021/10/14 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000524,54
01.1.11.03;1;79641                                   ;2021/10/15 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000524,54
01.1.11.03;1;79647                                   ;2021/10/15 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000371,80
01.1.11.03;1;79653                                   ;2021/10/15 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000371,80
01.1.11.03;1;79974                                   ;2021/10/15 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000371,80
01.1.11.03;1;79982                                   ;2021/10/15 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000371,80
01.1.11.03;1;80028                                   ;2021/10/15 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000408,00
01.1.11.03;1;80037                                   ;2021/10/15 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000408,00
01.1.11.03;1;80043                                   ;2021/10/15 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000408,00
01.1.11.03;1;80525                                   ;2021/10/18 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000524,54
01.1.11.03;1;80531                                   ;2021/10/18 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;-0000000000106,86
01.1.11.03;1;80533                                   ;2021/10/18 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000519,02
01.1.11.03;1;80548                                   ;2021/10/18 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;-0000000000371,80
01.1.11.03;1;80576                                   ;2021/10/18 00:00:00.000;T;P;B. SANTANDER -CUENTA PRINCIPAL                                                  ;0000000004500,00
01.1.11.03;1;80656                                   ;2021/10/19 00:00:00.000;P;P;COMBUSTIBLES Y CARBURANTES                                                      ;0000000000045,69
01.1.11.03;1;80658                                   ;2021/10/19 00:00:00.000;P;P;COMBUSTIBLES Y CARBURANTES                                                      ;0000000000042,03
01.1.11.03;1;80661                                   ;2021/10/19 00:00:00.000;I;I;VIVERO DE EMPRESAS                                                              ;0000000000302,50
01.1.11.03;1;80663                                   ;2021/10/19 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000524,54
01.1.11.03;1;80741                                   ;2021/10/19 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000524,54
01.1.11.03;1;80838                                   ;2021/10/20 00:00:00.000;P;P;PRESTACIÓN SERVICIOS INFORMÁTICOS                                               ;0000000000119,88
01.1.11.03;1;80884                                   ;2021/10/21 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000462,43
01.1.11.03;1;80918                                   ;2021/10/21 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;-0000000000462,43
01.1.11.03;1;83602                                   ;2021/11/08 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000371,80
01.1.11.03;1;83612                                   ;2021/11/08 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000408,00
01.1.11.03;1;84392                                   ;2021/11/15 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000447,96
01.1.11.03;1;84503                                   ;2021/11/16 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000519,02
01.1.11.03;1;84505                                   ;2021/11/16 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;-0000000000519,02
01.1.11.03;1;84531                                   ;2021/11/17 00:00:00.000;P;P;COMBUSTIBLES Y CARBURANTES                                                      ;0000000000114,13
01.1.11.03;1;84567                                   ;2021/11/18 00:00:00.000;T;P;CAIXABANK - CUENTA PRAL.                                                        ;0000001168056,78
01.1.11.03;1;90102                                   ;2021/12/30 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000524,54
01.1.11.05;1;227                                     ;2021/01/12 00:00:00.000;I;I;DE LA ADMINISTRACIÓN GENERAL DE LA COMUNIDAD AUTÓNOMA DE LA RIOJA               ;0000001648934,50
01.1.11.05;1;229                                     ;2021/01/12 00:00:00.000;I;I;DE LA ADMINISTRACIÓN GENERAL DE LA COMUNIDAD AUTÓNOMA DE LA RIOJA               ;0000000204918,25
01.1.11.05;1;231                                     ;2021/01/12 00:00:00.000;I;I;DE LA ADMINISTRACIÓN GENERAL DE LA COMUNIDAD AUTÓNOMA DE LA RIOJA               ;0000001800000,00
01.1.11.05;1;233                                     ;2021/01/12 00:00:00.000;I;I;DE LA ADMINISTRACIÓN GENERAL DE LA COMUNIDAD AUTÓNOMA DE LA RIOJA               ;0000000086459,50
01.1.11.05;1;235                                     ;2021/01/12 00:00:00.000;I;I;DE LA ADMINISTRACIÓN GENERAL DE LA COMUNIDAD AUTÓNOMA DE LA RIOJA               ;0000001301031,50
01.1.11.05;1;278                                     ;2021/01/13 00:00:00.000;P;P;PROP Nº 1/2021 PAGOS PENDIENTES 2020                                            ;0000000182285,68
01.1.11.05;1;420                                     ;2021/01/21 00:00:00.000;P;P;HACIENDA PÚBLICA: RETENCIONES                                                   ;0000000066936,16
01.1.11.05;1;422                                     ;2021/01/21 00:00:00.000;P;P;HACIENDA PÚBLICA: RETENCIONES                                                   ;0000000000670,00
01.1.11.05;1;456                                     ;2021/01/27 00:00:00.000;P;P;SEGURIDAD SOCIAL, ACREEDORA                                                     ;0000000111336,22
01.1.11.05;1;461                                     ;2021/01/27 00:00:00.000;T;I;FORMALIZACIONES EN METALICO                                                     ;0000000003750,00
01.1.11.05;1;465                                     ;2021/01/27 00:00:00.000;T;I;FORMALIZACIONES EN METALICO                                                     ;0000000003000,00
01.1.11.05;1;469                                     ;2021/01/27 00:00:00.000;T;I;FORMALIZACIONES EN METALICO                                                     ;0000000002500,00
01.1.11.05;1;473                                     ;2021/01/27 00:00:00.000;T;I;FORMALIZACIONES EN METALICO                                                     ;0000000002500,00
01.1.11.05;1;477                                     ;2021/01/27 00:00:00.000;T;I;FORMALIZACIONES EN METALICO                                                     ;0000000012000,00
01.1.11.05;1;487                                     ;2021/01/28 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000002500,00
01.1.11.05;1;492                                     ;2021/01/28 00:00:00.000;T;I;FORMALIZACIONES EN METALICO                                                     ;0000000003000,00
01.1.11.05;1;496                                     ;2021/01/28 00:00:00.000;T;I;FORMALIZACIONES EN METALICO                                                     ;0000000002500,00
01.1.11.05;1;540                                     ;2021/01/29 00:00:00.000;P;P;PROP Nº 2/2021                                                                  ;0000000083417,52
01.1.11.05;1;598                                     ;2021/01/29 00:00:00.000;P;P;TRABAJOS Y ESTUDIOS TÉCNICOS                                                    ;0000000000440,06
01.1.11.05;1;1784                                    ;2021/02/04 00:00:00.000;P;P;PROP Nº 3/2021                                                                  ;0000000725000,00
01.1.11.05;1;2068                                    ;2021/02/05 00:00:00.000;I;I;DEUDA SIERRA 10 S.L.                                                            ;0000000001183,83
01.1.11.05;1;2070                                    ;2021/02/05 00:00:00.000;I;I;INTERESES DEUDA SIERRA 10, SL                                                   ;0000000000125,89
01.1.11.05;1;2105                                    ;2021/02/08 00:00:00.000;I;I;INTERESES DE DEMORA                                                             ;0000000000002,77
01.1.11.05;1;2224                                    ;2021/02/09 00:00:00.000;P;P;I+D+I                                                                           ;-0000000000980,00
01.1.11.05;1;2226                                    ;2021/02/09 00:00:00.000;P;P;I+D+I                                                                           ;-0000000000350,00
01.1.11.05;1;2326                                    ;2021/02/09 00:00:00.000;I;I;REINTEGROS DE PAGOS DE EJERCICIOS ANTERIORES                                    ;0000000001000,00
01.1.11.05;1;2328                                    ;2021/02/09 00:00:00.000;I;I;REINTEGROS DE PAGOS DE EJERCICIOS ANTERIORES                                    ;0000000000037,61
01.1.11.05;1;2330                                    ;2021/02/09 00:00:00.000;I;I;REINTEGROS DE PAGOS DE EJERCICIOS ANTERIORES                                    ;0000000003000,00
01.1.11.05;1;2332                                    ;2021/02/09 00:00:00.000;I;I;REINTEGROS DE PAGOS DE EJERCICIOS ANTERIORES                                    ;0000000000038,76
01.1.11.05;1;2358                                    ;2021/02/10 00:00:00.000;I;I;Apoyo al desarrollo empresarial                                                 ;0000000003000,00
01.1.11.05;1;2360                                    ;2021/02/10 00:00:00.000;I;I;Apoyo al desarrollo empresarial                                                 ;0000000002500,00
01.1.11.05;1;2362                                    ;2021/02/10 00:00:00.000;I;I;Apoyo al desarrollo empresarial                                                 ;0000000002500,00
01.1.11.05;1;2364                                    ;2021/02/10 00:00:00.000;I;I;Apoyo al desarrollo empresarial                                                 ;0000000002500,00
01.1.11.05;1;2366                                    ;2021/02/10 00:00:00.000;I;I;Apoyo al desarrollo empresarial                                                 ;0000000002500,00
01.1.11.05;1;2368                                    ;2021/02/10 00:00:00.000;I;I;Apoyo al desarrollo empresarial                                                 ;0000000002500,00
01.1.11.05;1;2370                                    ;2021/02/10 00:00:00.000;I;I;Apoyo al desarrollo empresarial                                                 ;0000000002500,00
01.1.11.05;1;2383                                    ;2021/02/10 00:00:00.000;I;I;Apoyo al desarrollo empresarial                                                 ;0000000003000,00
01.1.11.05;1;2385                                    ;2021/02/10 00:00:00.000;I;I;Apoyo al desarrollo empresarial                                                 ;0000000002500,00
01.1.11.05;1;2387                                    ;2021/02/10 00:00:00.000;I;I;Apoyo al desarrollo empresarial                                                 ;0000000002500,00
01.1.11.05;1;2389                                    ;2021/02/10 00:00:00.000;I;I;Apoyo al desarrollo empresarial                                                 ;0000000003000,00
01.1.11.05;1;2391                                    ;2021/02/10 00:00:00.000;I;I;Apoyo al desarrollo empresarial                                                 ;0000000002500,00
01.1.11.05;1;2401                                    ;2021/02/10 00:00:00.000;P;P;APOYO AL DESARROLLO COMERCIAL                                                   ;-0000000002962,50
01.1.11.05;1;2403                                    ;2021/02/10 00:00:00.000;P;P;I+D+I                                                                           ;-0000000001500,00
01.1.11.05;1;2410                                    ;2021/02/10 00:00:00.000;T;I;FORMALIZACIONES EN METALICO                                                     ;0000000001500,00
01.1.11.05;1;2412                                    ;2021/02/10 00:00:00.000;T;I;FORMALIZACIONES EN METALICO                                                     ;0000000002962,50
01.1.11.05;1;2429                                    ;2021/02/10 00:00:00.000;P;P;I+D+I                                                                           ;-0000000001500,00
01.1.11.05;1;2431                                    ;2021/02/10 00:00:00.000;P;P;I+D+I                                                                           ;-0000000001000,00
01.1.11.05;1;2438                                    ;2021/02/10 00:00:00.000;T;I;FORMALIZACIONES EN METALICO                                                     ;0000000001000,00
01.1.11.05;1;2440                                    ;2021/02/10 00:00:00.000;T;I;FORMALIZACIONES EN METALICO                                                     ;0000000001500,00
01.1.11.05;1;2441                                    ;2021/02/10 00:00:00.000;P;P;AYUDAS TRABAJADORES AUTÓNOMOS                                                   ;-0000000000500,00
01.1.11.05;1;2446                                    ;2021/02/10 00:00:00.000;T;I;FORMALIZACIONES EN METALICO                                                     ;0000000000500,00
01.1.11.05;1;2486                                    ;2021/02/11 00:00:00.000;T;I;FORMALIZACIONES EN METALICO                                                     ;0000000003000,00
01.1.11.05;1;2504                                    ;2021/02/11 00:00:00.000;I;I;REINTEGROS DE PAGOS DE EJERCICIOS ANTERIORES                                    ;0000000001000,00
01.1.11.05;1;2506                                    ;2021/02/11 00:00:00.000;I;I;INTERESES DE DEMORA                                                             ;0000000000023,99
01.1.11.05;1;3089                                    ;2021/02/15 00:00:00.000;P;P;PROP Nº 4/2021 PAGOS MTR Y PTES 2020                                            ;0000000811290,13
01.1.11.05;1;3451                                    ;2021/02/15 00:00:00.000;P;P;PROP Nº 5/2021 PAGOS MTR                                                        ;0000000492682,34
01.1.11.05;1;3593                                    ;2021/02/16 00:00:00.000;I;I;Apoyo al desarrollo empresarial                                                 ;0000000002500,00
01.1.11.05;1;3611                                    ;2021/02/16 00:00:00.000;I;I;REINTEGROS DE PAGOS DE EJERCICIOS ANTERIORES                                    ;0000000001000,00
01.1.11.05;1;3613                                    ;2021/02/16 00:00:00.000;I;I;INTERESES DEMORA REINTEGROS                                                     ;0000000000023,58
01.1.11.05;1;3615                                    ;2021/02/16 00:00:00.000;I;I;Apoyo al desarrollo empresarial                                                 ;0000000002500,00
01.1.11.05;1;3617                                    ;2021/02/16 00:00:00.000;I;I;Apoyo al desarrollo empresarial                                                 ;0000000002500,00
01.1.11.05;1;3620                                    ;2021/02/16 00:00:00.000;P;P;I+D+I                                                                           ;-0000000001500,00
01.1.11.05;1;3622                                    ;2021/02/16 00:00:00.000;P;P;I+D+I                                                                           ;-0000000001000,00
