CODIGO_CUENTA;CLASE_MOVIMIENTO;ID_MOVIMIENTO;FECHA_MOVIMIENTO;TIPO;INGRESO_PAGO;CONCEPTO;IMPORTE
01.1.11.05;1;65389                                   ;2021/08/04 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000002500,00
01.1.11.05;1;65391                                   ;2021/08/04 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000002500,00
01.1.11.05;1;65393                                   ;2021/08/04 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000006000,00
01.1.11.05;1;65408                                   ;2021/08/04 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000002500,00
01.1.11.05;1;65418                                   ;2021/08/04 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000002500,00
01.1.11.05;1;65420                                   ;2021/08/04 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000003000,00
01.1.11.05;1;65440                                   ;2021/08/04 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000002500,00
01.1.11.05;1;65444                                   ;2021/08/04 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000002500,00
01.1.11.05;1;65448                                   ;2021/08/04 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000006000,00
01.1.11.05;1;65452                                   ;2021/08/04 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000002500,00
01.1.11.05;1;65503                                   ;2021/08/05 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000002500,00
01.1.11.05;1;66028                                   ;2021/08/06 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000004500,00
01.1.11.05;1;66032                                   ;2021/08/06 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000004500,00
01.1.11.05;1;66036                                   ;2021/08/06 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000004500,00
01.1.11.05;1;66040                                   ;2021/08/06 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000002500,00
01.1.11.05;1;66044                                   ;2021/08/06 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000002500,00
01.1.11.05;1;66048                                   ;2021/08/06 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000002500,00
01.1.11.05;1;66052                                   ;2021/08/06 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000002500,00
01.1.11.05;1;66056                                   ;2021/08/06 00:00:00.000;P;P;I+D+I                                                                           ;-0000000000371,00
01.1.11.05;1;66058                                   ;2021/08/06 00:00:00.000;P;P;I+D+I                                                                           ;-0000000001500,00
01.1.11.05;1;66060                                   ;2021/08/06 00:00:00.000;P;P;PROP Nº 44/2021 PAGOS PTES MTR Y MTG                                            ;0000001129192,62
01.1.11.05;1;66672                                   ;2021/08/10 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000003000,00
01.1.11.05;1;67093                                   ;2021/08/11 00:00:00.000;P;P;PROP Nº 45/2021 PAGOS MTS AGOSTO Y PTES                                         ;0000001575810,85
01.1.11.05;1;67443                                   ;2021/08/12 00:00:00.000;P;P;APOYO AL DESARROLLO INDUSTRIAL Y DE SERVICIOS CONEXOS                           ;-0000000002000,00
01.1.11.05;1;67685                                   ;2021/08/13 00:00:00.000;P;P;SEGURIDAD SOCIAL, ACREEDORA                                                     ;0000000113144,14
01.1.11.05;1;67687                                   ;2021/08/13 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000004000,00
01.1.11.05;1;68188                                   ;2021/08/16 00:00:00.000;P;P;APOYO AL DESARROLLO COMERCIAL                                                   ;-0000000002000,00
01.1.11.05;1;68190                                   ;2021/08/16 00:00:00.000;P;P;I+D+I                                                                           ;-0000000001500,00
01.1.11.05;1;68219                                   ;2021/08/17 00:00:00.000;P;P;I+D+I                                                                           ;-0000000001500,00
01.1.11.05;1;68221                                   ;2021/08/17 00:00:00.000;P;P;I+D+I                                                                           ;-0000000001000,00
01.1.11.05;1;69031                                   ;2021/08/24 00:00:00.000;P;P;PROP Nº46/2021 PAGOS MTS Y PTES                                                 ;0000001306077,99
01.1.11.05;1;70209                                   ;2021/08/27 00:00:00.000;P;P;PROPUESTA DE PAGOS MES DE AGOSTO 2021                                           ;0000002037586,14
01.1.11.05;1;71116                                   ;2021/08/31 00:00:00.000;T;P;FORMALIZACIONES EN METALICO                                                     ;0000000208293,88
01.1.11.05;1;71960                                   ;2021/09/03 00:00:00.000;P;P;PROPUESTA DE PAGO SEPTIEMBRE 2021                                               ;0000001535181,25
01.1.11.05;1;72853                                   ;2021/09/08 00:00:00.000;P;P;PROP N49                                                                        ;0000000928425,98
01.1.11.05;1;73070                                   ;2021/09/08 00:00:00.000;P;P;I+D+I                                                                           ;-0000000001500,00
01.1.11.05;1;73072                                   ;2021/09/08 00:00:00.000;P;P;I+D+I                                                                           ;-0000000001000,00
01.1.11.05;1;73074                                   ;2021/09/08 00:00:00.000;P;P;APOYO AL DESARROLLO INDUSTRIAL Y DE SERVICIOS CONEXOS                           ;-0000000001000,00
01.1.11.05;1;73076                                   ;2021/09/08 00:00:00.000;P;P;I+D+I                                                                           ;-0000000001500,00
01.1.11.05;1;73078                                   ;2021/09/08 00:00:00.000;P;P;I+D+I                                                                           ;-0000000001000,00
01.1.11.05;1;73080                                   ;2021/09/08 00:00:00.000;P;P;I+D+I                                                                           ;-0000000001500,00
01.1.11.05;1;73082                                   ;2021/09/08 00:00:00.000;P;P;I+D+I                                                                           ;-0000000001000,00
01.1.11.05;1;73084                                   ;2021/09/08 00:00:00.000;P;P;I+D+I                                                                           ;-0000000000980,00
01.1.11.05;1;73086                                   ;2021/09/08 00:00:00.000;P;P;I+D+I                                                                           ;-0000000001000,00
01.1.11.05;1;73088                                   ;2021/09/08 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000003000,00
01.1.11.05;1;73106                                   ;2021/09/08 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000006000,00
01.1.11.05;1;73108                                   ;2021/09/08 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000002500,00
01.1.11.05;1;73110                                   ;2021/09/08 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000002500,00
01.1.11.05;1;73112                                   ;2021/09/08 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000002500,00
01.1.11.05;1;73124                                   ;2021/09/08 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000002500,00
01.1.11.05;1;73126                                   ;2021/09/08 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000002500,00
01.1.11.05;1;73128                                   ;2021/09/08 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000002500,00
01.1.11.05;1;73161                                   ;2021/09/08 00:00:00.000;P;P;I+D+I                                                                           ;-0000000001500,00
01.1.11.05;1;73163                                   ;2021/09/08 00:00:00.000;P;P;I+D+I                                                                           ;-0000000001000,00
01.1.11.05;1;73165                                   ;2021/09/08 00:00:00.000;P;P;I+D+I                                                                           ;-0000000002924,53
01.1.11.05;1;73167                                   ;2021/09/08 00:00:00.000;P;P;I+D+I                                                                           ;-0000000003000,00
01.1.11.05;1;73204                                   ;2021/09/08 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000002858,97
01.1.11.05;1;73593                                   ;2021/09/09 00:00:00.000;P;P;I+D+I                                                                           ;-0000000001000,00
01.1.11.05;1;73597                                   ;2021/09/09 00:00:00.000;P;P;AMORTIZACION PTMO BEI DE 18 JULIO 2013                                          ;0000002894958,79
01.1.11.05;1;73599                                   ;2021/09/09 00:00:00.000;P;P;AMORTIZACION PTMO BEI DE 18 JULIO 2013                                          ;-0000002894958,79
01.1.11.05;1;73606                                   ;2021/09/09 00:00:00.000;P;P;I+D+I                                                                           ;-0000000001500,00
01.1.11.05;1;73608                                   ;2021/09/09 00:00:00.000;P;P;I+D+I                                                                           ;-0000000001000,00
01.1.11.05;1;73610                                   ;2021/09/09 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000028249,35
01.1.11.05;1;73620                                   ;2021/09/09 00:00:00.000;P;P;PROP Nº 50/2021 PAGOS SEPTIEMBRE                                                ;0000001281885,03
01.1.11.05;1;73880                                   ;2021/09/09 00:00:00.000;P;P;AMORTIZACION PTMO BEI DE 18 JULIO 2013                                          ;0000002894958,79
01.1.11.05;1;73883                                   ;2021/09/10 00:00:00.000;P;P;HACIENDA PÚBLICA: RETENCIONES                                                   ;0000000045301,74
01.1.11.05;1;73912                                   ;2021/09/10 00:00:00.000;P;P;I+D+I                                                                           ;-0000000001500,00
01.1.11.05;1;73914                                   ;2021/09/10 00:00:00.000;P;P;I+D+I                                                                           ;-0000000001000,00
01.1.11.05;1;74095                                   ;2021/09/13 00:00:00.000;P;P;I+D+I                                                                           ;-0000000000910,00
01.1.11.05;1;74198                                   ;2021/09/14 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000003750,00
01.1.11.05;1;74200                                   ;2021/09/14 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000003000,00
01.1.11.05;1;74202                                   ;2021/09/14 00:00:00.000;P;P;I+D+I                                                                           ;-0000000001500,00
01.1.11.05;1;74204                                   ;2021/09/14 00:00:00.000;P;P;I+D+I                                                                           ;-0000000001000,00
01.1.11.05;1;74210                                   ;2021/09/14 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000004500,00
01.1.11.05;1;74214                                   ;2021/09/14 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000002500,00
01.1.11.05;1;74216                                   ;2021/09/14 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000002500,00
01.1.11.05;1;74222                                   ;2021/09/14 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000003000,00
01.1.11.05;1;74224                                   ;2021/09/14 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000003000,00
01.1.11.05;1;74680                                   ;2021/09/14 00:00:00.000;P;P;I+D+I                                                                           ;-0000000001500,00
01.1.11.05;1;74799                                   ;2021/09/14 00:00:00.000;P;P;I+D+I                                                                           ;-0000000002924,53
01.1.11.05;1;74874                                   ;2021/09/15 00:00:00.000;P;P;PROP Nº 51/2021 PAGOS SEPTIEMBRE                                                ;0000001899456,25
01.1.11.05;1;75511                                   ;2021/09/15 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000013652,26
01.1.11.05;1;75520                                   ;2021/09/15 00:00:00.000;P;P;APOYO AL DESARROLLO INDUSTRIAL Y DE SERVICIOS CONEXOS                           ;-0000000009420,00
01.1.11.05;1;75525                                   ;2021/09/15 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000025340,19
01.1.11.05;1;75553                                   ;2021/09/15 00:00:00.000;T;I;IBERCAJA BANCO S.A.                                                             ;0000000040000,00
01.1.11.05;1;75555                                   ;2021/09/15 00:00:00.000;T;I;B. SANTANDER - B.E.I.                                                           ;0000000800000,00
01.1.11.05;1;75556                                   ;2021/09/15 00:00:00.000;P;P;I+D+I                                                                           ;-0000000001000,00
01.1.11.05;1;75602                                   ;2021/09/16 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000009000,00
01.1.11.05;1;75661                                   ;2021/09/16 00:00:00.000;P;P;PROP Nº52/2021 PAGOS MITAD SEPTIEMBRE                                           ;0000001349080,73
01.1.11.05;1;75829                                   ;2021/09/16 00:00:00.000;P;P;I+D+I                                                                           ;-0000000002924,53
01.1.11.05;1;76127                                   ;2021/09/17 00:00:00.000;P;P;SEGURIDAD SOCIAL, ACREEDORA                                                     ;0000000114845,52
01.1.11.05;1;76239                                   ;2021/09/17 00:00:00.000;P;P;PROP Nº54/2021 PAGOS MTS                                                        ;0000001690896,19
01.1.11.05;1;76426                                   ;2021/09/17 00:00:00.000;P;P;PROP Nº 55/2021 PAGOS SEPTIEMBRE                                                ;0000001012937,35
01.1.11.05;1;76545                                   ;2021/09/17 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000002918,36
01.1.11.05;1;76582                                   ;2021/09/17 00:00:00.000;P;P;I+D+I                                                                           ;-0000000001500,00
01.1.11.05;1;76584                                   ;2021/09/17 00:00:00.000;P;P;I+D+I                                                                           ;-0000000001000,00
01.1.11.05;1;76844                                   ;2021/09/27 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000013652,26
01.1.11.05;1;76888                                   ;2021/09/28 00:00:00.000;P;P;PROP Nº 56/2021 PAGOS MTS                                                       ;0000001112435,07
01.1.11.05;1;76968                                   ;2021/09/28 00:00:00.000;I;I;REINTEGROS DE PAGOS DE EJERCICIOS ANTERIORES                                    ;0000000002771,66
01.1.11.05;1;76970                                   ;2021/09/28 00:00:00.000;I;I;INTERESES DEMORA REINTEGROS                                                     ;0000000000067,17
01.1.11.05;1;77212                                   ;2021/09/29 00:00:00.000;P;P;PROP Nº58/2021 PAGOS BECAS SEPTIEMBRE                                           ;0000000017201,01
01.1.11.05;1;77224                                   ;2021/09/29 00:00:00.000;P;P;PROP Nº 57/2021 PAGO BECARIOS SEPTIEMBRE                                        ;0000001148941,72
01.1.11.05;1;77434                                   ;2021/09/29 00:00:00.000;T;P;FORMALIZACIONES EN METALICO                                                     ;0000000209968,04
01.1.11.05;1;77555                                   ;2021/09/30 00:00:00.000;P;P;PROP Nº 59/2021 PAGOS FIN SEPTIEMBRE B                                          ;0000001044898,22
01.1.11.05;1;77672                                   ;2021/09/30 00:00:00.000;P;P;I+D+I                                                                           ;-0000000001500,00
01.1.11.05;1;77674                                   ;2021/09/30 00:00:00.000;P;P;I+D+I                                                                           ;-0000000001000,00
01.1.11.05;1;77734                                   ;2021/09/30 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000021988,81
01.1.11.05;1;77812                                   ;2021/09/30 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000009000,00
01.1.11.05;1;77816                                   ;2021/09/30 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000013500,00
01.1.11.05;1;77822                                   ;2021/09/30 00:00:00.000;I;I;REINTEGROS DE PAGOS DE EJERCICIOS ANTERIORES                                    ;0000000001000,00
01.1.11.05;1;77824                                   ;2021/09/30 00:00:00.000;I;I;INTERESES DEMORA REINTEGROS                                                     ;0000000000044,54
01.1.11.05;1;78127                                   ;2021/10/01 00:00:00.000;P;P;PROP Nº 60/2021 PAGOS OCTUBRE                                                   ;0000001101915,24
01.1.11.05;1;78273                                   ;2021/10/01 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000003000,00
01.1.11.05;1;78341                                   ;2021/10/04 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000004000,00
01.1.11.05;1;78423                                   ;2021/10/05 00:00:00.000;P;P;I+D+I                                                                           ;-0000000001500,00
01.1.11.05;1;78431                                   ;2021/10/05 00:00:00.000;P;P;APOYO AL DESARROLLO INDUSTRIAL Y DE SERVICIOS CONEXOS                           ;-0000000000840,00
01.1.11.05;1;78469                                   ;2021/10/05 00:00:00.000;I;I;INGRESOS PENDIENTES APLICACIÓN                                                  ;0000000000000,17
01.1.11.05;1;78471                                   ;2021/10/05 00:00:00.000;P;P;INGRESOS PENDIENTES APLICACIÓN                                                  ;0000000000000,17
01.1.11.05;1;78796                                   ;2021/10/06 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000012778,86
01.1.11.05;1;78802                                   ;2021/10/06 00:00:00.000;P;P;PROP Nº 61/2021 PAGOS OCTUBRE                                                   ;0000001228310,59
01.1.11.05;1;79106                                   ;2021/10/06 00:00:00.000;I;I;DE LA ADMINISTRACIÓN GENERAL DE LA COMUNIDAD AUTÓNOMA DE LA RIOJA               ;0000000511375,00
01.1.11.05;1;79108                                   ;2021/10/06 00:00:00.000;I;I;DE LA ADMINISTRACIÓN GENERAL DE LA COMUNIDAD AUTÓNOMA DE LA RIOJA               ;0000000373750,00
01.1.11.05;1;79110                                   ;2021/10/06 00:00:00.000;I;I;DE LA ADMINISTRACIÓN GENERAL DE LA COMUNIDAD AUTÓNOMA DE LA RIOJA               ;0000000550000,00
01.1.11.05;1;79112                                   ;2021/10/06 00:00:00.000;I;I;DE LA ADMINISTRACIÓN GENERAL DE LA COMUNIDAD AUTÓNOMA DE LA RIOJA               ;0000000600000,00
01.1.11.05;1;79114                                   ;2021/10/06 00:00:00.000;I;I;DE LA ADMINISTRACIÓN GENERAL DE LA COMUNIDAD AUTÓNOMA DE LA RIOJA               ;0000000350000,00
01.1.11.05;1;79116                                   ;2021/10/06 00:00:00.000;I;I;DE LA ADMINISTRACIÓN GENERAL DE LA COMUNIDAD AUTÓNOMA DE LA RIOJA               ;0000002507500,00
01.1.11.05;1;79118                                   ;2021/10/06 00:00:00.000;I;I;DE LA ADMINISTRACIÓN GENERAL DE LA COMUNIDAD AUTÓNOMA DE LA RIOJA               ;0000001018750,00
01.1.11.05;1;79120                                   ;2021/10/06 00:00:00.000;I;I;DE LA ADMINISTRACIÓN GENERAL DE LA COMUNIDAD AUTÓNOMA DE LA RIOJA               ;0000000200000,00
01.1.11.05;1;79122                                   ;2021/10/06 00:00:00.000;I;I;DE LA ADMINISTRACIÓN GENERAL DE LA COMUNIDAD AUTÓNOMA DE LA RIOJA               ;0000001771750,00
01.1.11.05;1;79124                                   ;2021/10/06 00:00:00.000;I;I;DE LA ADMINISTRACIÓN GENERAL DE LA COMUNIDAD AUTÓNOMA DE LA RIOJA               ;0000000616125,00
01.1.11.05;1;79126                                   ;2021/10/06 00:00:00.000;I;I;DE LA ADMINISTRACIÓN GENERAL DE LA COMUNIDAD AUTÓNOMA DE LA RIOJA               ;0000000310000,00
01.1.11.05;1;79128                                   ;2021/10/06 00:00:00.000;I;I;DE LA ADMINISTRACIÓN GENERAL DE LA COMUNIDAD AUTÓNOMA DE LA RIOJA               ;0000000094750,00
01.1.11.05;1;79130                                   ;2021/10/06 00:00:00.000;I;I;DE LA ADMINISTRACIÓN GENERAL DE LA COMUNIDAD AUTÓNOMA DE LA RIOJA               ;0000000512250,00
01.1.11.05;1;79132                                   ;2021/10/06 00:00:00.000;I;I;DE LA ADMINISTRACIÓN GENERAL DE LA COMUNIDAD AUTÓNOMA DE LA RIOJA               ;0000000063500,00
01.1.11.05;1;79134                                   ;2021/10/06 00:00:00.000;I;I;DE LA ADMINISTRACIÓN GENERAL DE LA COMUNIDAD AUTÓNOMA DE LA RIOJA               ;0000000099750,00
01.1.11.05;1;79154                                   ;2021/10/06 00:00:00.000;P;P;APOYO AL DESARROLLO INDUSTRIAL Y DE SERVICIOS CONEXOS                           ;-0000000000840,00
01.1.11.05;1;79268                                   ;2021/10/07 00:00:00.000;P;P;I+D+I                                                                           ;-0000000001500,00
01.1.11.05;1;79296                                   ;2021/10/08 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000003000,00
01.1.11.05;1;79635                                   ;2021/10/15 00:00:00.000;I;I;ARRENDAMIENTOS INM AVDA MADRID                                                  ;0000000000524,54
01.1.11.05;1;80025                                   ;2021/10/15 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000003000,00
01.1.11.05;1;80035                                   ;2021/10/15 00:00:00.000;T;I;IBERCAJA BANCO S.A.                                                             ;0000000052000,00
01.1.11.05;1;80048                                   ;2021/10/15 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000004928,01
01.1.11.05;1;80114                                   ;2021/10/18 00:00:00.000;I;I;REINTEGROS DE PAGOS DE EJERCICIOS ANTERIORES                                    ;0000000001000,00
01.1.11.05;1;80116                                   ;2021/10/18 00:00:00.000;I;I;INTERESES DEMORA REINTEGROS                                                     ;0000000000045,47
01.1.11.05;1;80179                                   ;2021/10/18 00:00:00.000;P;P;I+D+I                                                                           ;-0000000001500,00
01.1.11.05;1;80187                                   ;2021/10/18 00:00:00.000;P;P;I+D+I                                                                           ;-0000000001000,00
01.1.11.05;1;80197                                   ;2021/10/18 00:00:00.000;P;P;PROP Nº 62/2021 PAGOS MTS OCTUBRE                                               ;0000001204967,34
01.1.11.05;1;80560                                   ;2021/10/18 00:00:00.000;P;P;COMISIONES BANCARIAS                                                            ;-0000000000038,97
01.1.11.05;1;80562                                   ;2021/10/18 00:00:00.000;P;P;COMISIONES BANCARIAS                                                            ;-0000000000004,33
01.1.11.05;1;80565                                   ;2021/10/18 00:00:00.000;P;P;HACIENDA PÚBLICA: RETENCIONES                                                   ;-0000000043211,31
01.1.11.05;1;80567                                   ;2021/10/18 00:00:00.000;P;P;HACIENDA PÚBLICA: RETENCIONES                                                   ;-0000000001248,00
01.1.11.05;1;80573                                   ;2021/10/18 00:00:00.000;P;P;HACIENDA PÚBLICA: RETENCIONES                                                   ;0000000043211,31
01.1.11.05;1;80575                                   ;2021/10/18 00:00:00.000;P;P;HACIENDA PÚBLICA: RETENCIONES                                                   ;0000000001248,00
01.1.11.05;1;80577                                   ;2021/10/18 00:00:00.000;T;I;BANKIA SA - CUENTA PRINCIPAL                                                    ;0000000004500,00
01.1.11.05;1;80601                                   ;2021/10/18 00:00:00.000;P;P;I+D+I                                                                           ;-0000000001500,00
01.1.11.05;1;80603                                   ;2021/10/18 00:00:00.000;P;P;I+D+I                                                                           ;-0000000001000,00
01.1.11.05;1;80840                                   ;2021/10/20 00:00:00.000;P;P;I+D+I                                                                           ;-0000000001500,00
01.1.11.05;1;80842                                   ;2021/10/20 00:00:00.000;P;P;I+D+I                                                                           ;-0000000001000,00
01.1.11.05;1;80928                                   ;2021/10/21 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000003000,00
01.1.11.05;1;80942                                   ;2021/10/21 00:00:00.000;I;I;DE LA ADMINISTRACIÓN GENERAL DE LA COMUNIDAD AUTÓNOMA DE LA RIOJA               ;0000000511375,00
01.1.11.05;1;80944                                   ;2021/10/21 00:00:00.000;I;I;DE LA ADMINISTRACIÓN GENERAL DE LA COMUNIDAD AUTÓNOMA DE LA RIOJA               ;0000000373750,00
01.1.11.05;1;80946                                   ;2021/10/21 00:00:00.000;I;I;DE LA ADMINISTRACIÓN GENERAL DE LA COMUNIDAD AUTÓNOMA DE LA RIOJA               ;0000000550000,00
01.1.11.05;1;80948                                   ;2021/10/21 00:00:00.000;I;I;DE LA ADMINISTRACIÓN GENERAL DE LA COMUNIDAD AUTÓNOMA DE LA RIOJA               ;0000000600000,00
01.1.11.05;1;80950                                   ;2021/10/21 00:00:00.000;I;I;DE LA ADMINISTRACIÓN GENERAL DE LA COMUNIDAD AUTÓNOMA DE LA RIOJA               ;0000000350000,00
01.1.11.05;1;80952                                   ;2021/10/21 00:00:00.000;I;I;DE LA ADMINISTRACIÓN GENERAL DE LA COMUNIDAD AUTÓNOMA DE LA RIOJA               ;0000002507500,00
01.1.11.05;1;80954                                   ;2021/10/21 00:00:00.000;I;I;DE LA ADMINISTRACIÓN GENERAL DE LA COMUNIDAD AUTÓNOMA DE LA RIOJA               ;0000001018750,00
01.1.11.05;1;80956                                   ;2021/10/21 00:00:00.000;I;I;DE LA ADMINISTRACIÓN GENERAL DE LA COMUNIDAD AUTÓNOMA DE LA RIOJA               ;0000000200000,00
01.1.11.05;1;80958                                   ;2021/10/21 00:00:00.000;I;I;DE LA ADMINISTRACIÓN GENERAL DE LA COMUNIDAD AUTÓNOMA DE LA RIOJA               ;0000001771750,00
01.1.11.05;1;80960                                   ;2021/10/21 00:00:00.000;I;I;DE LA ADMINISTRACIÓN GENERAL DE LA COMUNIDAD AUTÓNOMA DE LA RIOJA               ;0000000616125,00
01.1.11.05;1;80962                                   ;2021/10/21 00:00:00.000;I;I;DE LA ADMINISTRACIÓN GENERAL DE LA COMUNIDAD AUTÓNOMA DE LA RIOJA               ;0000000310000,00
01.1.11.05;1;80964                                   ;2021/10/21 00:00:00.000;I;I;DE LA ADMINISTRACIÓN GENERAL DE LA COMUNIDAD AUTÓNOMA DE LA RIOJA               ;0000000094750,00
01.1.11.05;1;80966                                   ;2021/10/21 00:00:00.000;I;I;DE LA ADMINISTRACIÓN GENERAL DE LA COMUNIDAD AUTÓNOMA DE LA RIOJA               ;0000000512250,00
01.1.11.05;1;80968                                   ;2021/10/21 00:00:00.000;I;I;DE LA ADMINISTRACIÓN GENERAL DE LA COMUNIDAD AUTÓNOMA DE LA RIOJA               ;0000000099750,00
01.1.11.05;1;80970                                   ;2021/10/21 00:00:00.000;I;I;DE LA ADMINISTRACIÓN GENERAL DE LA COMUNIDAD AUTÓNOMA DE LA RIOJA               ;0000000063500,00
01.1.11.05;1;81274                                   ;2021/10/21 00:00:00.000;P;P;SEGURIDAD SOCIAL, ACREEDORA                                                     ;0000000112418,48
01.1.11.05;1;81276                                   ;2021/10/21 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000012778,86
01.1.11.05;1;81284                                   ;2021/10/22 00:00:00.000;I;I;REINTEGROS DE PAGOS DE EJERCICIOS ANTERIORES                                    ;0000000001000,00
01.1.11.05;1;81286                                   ;2021/10/22 00:00:00.000;I;I;INTERESES DEMORA REINTEGROS                                                     ;0000000000070,27
01.1.11.05;1;81323                                   ;2021/10/22 00:00:00.000;P;P;PROP Nº 63/2021 PAGOS OCTUBRE                                                   ;0000001023885,43
01.1.11.05;1;81637                                   ;2021/10/22 00:00:00.000;P;P;I+D+I                                                                           ;-0000000001000,00
01.1.11.05;1;81639                                   ;2021/10/22 00:00:00.000;P;P;I+D+I                                                                           ;-0000000001500,00
01.1.11.05;1;81641                                   ;2021/10/22 00:00:00.000;P;P;I+D+I                                                                           ;-0000000001000,00
01.1.11.05;1;81643                                   ;2021/10/22 00:00:00.000;P;P;I+D+I                                                                           ;-0000000001500,00
01.1.11.05;1;81645                                   ;2021/10/22 00:00:00.000;P;P;I+D+I                                                                           ;-0000000001000,00
01.1.11.05;1;81851                                   ;2021/10/26 00:00:00.000;P;P;I+D+I                                                                           ;-0000000001000,00
01.1.11.05;1;81853                                   ;2021/10/26 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000192483,21
01.1.11.05;1;81977                                   ;2021/10/27 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000003000,00
01.1.11.05;1;81989                                   ;2021/10/27 00:00:00.000;P;P;I+D+I                                                                           ;-0000000001000,00
01.1.11.05;1;82014                                   ;2021/10/27 00:00:00.000;P;P;APOYO AL DESARROLLO INDUSTRIAL Y DE SERVICIOS CONEXOS                           ;-0000000021000,00
01.1.11.05;1;82016                                   ;2021/10/27 00:00:00.000;P;P;I+D+I                                                                           ;-0000000001500,00
01.1.11.05;1;82018                                   ;2021/10/27 00:00:00.000;P;P;I+D+I                                                                           ;-0000000001000,00
01.1.11.05;1;82026                                   ;2021/10/27 00:00:00.000;I;I;REINTEGROS DE PAGOS DE EJERCICIOS ANTERIORES                                    ;-0000000003000,00
01.1.11.05;1;82027                                   ;2021/10/27 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000003000,00
01.1.11.05;1;82032                                   ;2021/10/27 00:00:00.000;I;I;REINTEGROS DE PAGOS DE EJERCICIOS ANTERIORES                                    ;-0000000003750,00
01.1.11.05;1;82033                                   ;2021/10/27 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000003750,00
